account_id,invoice_id,invoice_created_time,invoice_sent_time,amount,currency
0229253a-642f-433e-8c0b-f67fb905b165,ea2fc49f-7b58-4051-b8a7-606165cf08a0,2024-07-07 09:20:19,2024-07-07 13:20:19,740,CAD
d5679769-c49f-43af-83a4-d8ac90b63cb0,7f29f24c-8142-4b5f-a8e4-3bd59382c04c,2025-02-02 16:08:56,2025-02-04 02:08:56,2395,USD
d5679769-c49f-43af-83a4-d8ac90b63cb0,35cfb13c-ba47-4e7a-9918-c3ba79dea577,2025-02-17 16:08:56,2025-02-18 04:08:56,6519,USD
d5679769-c49f-43af-83a4-d8ac90b63cb0,aa7ca3ca-c896-4e61-91a7-fd1a910324ae,2025-02-18 16:08:56,2025-02-20 07:08:56,3451,USD
d5679769-c49f-43af-83a4-d8ac90b63cb0,81e438c3-d8e6-4a6b-8a33-d3b625c89e11,2025-03-15 16:08:56,2025-03-17 11:08:56,1640,USD
408f1b39-0805-4e6a-a1fb-035f9f541493,6aec6786-41d1-4a18-a23d-a4e279aa6ebc,2024-11-17 11:51:55,2024-11-19 06:51:55,8429,GBP
408f1b39-0805-4e6a-a1fb-035f9f541493,2ef65d39-d041-4af0-8caa-4f242cc56ad3,2024-12-14 11:51:55,2024-12-15 10:51:55,1118,GBP
3a1ebd38-801b-4b96-a9ff-41d69ad3e63a,5e5cd856-998a-4ace-b665-b1dd00002b21,2024-12-21 16:53:39,2024-12-22 16:53:39,4080,CAD
3a1ebd38-801b-4b96-a9ff-41d69ad3e63a,46f64cc3-2b0a-4d40-82c3-6d10b1958ba5,2024-12-27 16:53:39,2024-12-28 17:53:39,5423,CAD
3a1ebd38-801b-4b96-a9ff-41d69ad3e63a,4558666f-f8ed-46ed-ad75-3bde2b0c06d7,2024-12-30 16:53:39,2025-01-01 09:53:39,7730,CAD
3a1ebd38-801b-4b96-a9ff-41d69ad3e63a,86096c88-452e-429d-b368-618ac007d95c,2025-01-17 16:53:39,2025-01-17 20:53:39,8101,CAD
93f16e6e-c503-4b90-83de-06b96a5cfec7,9d85d6ad-6794-47c2-bd43-fbc794b41865,2024-08-16 08:15:06,2024-08-17 02:15:06,7171,USD
93f16e6e-c503-4b90-83de-06b96a5cfec7,398761ac-48ce-4d33-a20c-315e46ca7bcd,2024-08-25 08:15:06,2024-08-26 16:15:06,6564,USD
c18da95d-bb11-49b7-960a-6f70793a2216,9205a679-b747-4b0e-92b5-535e2875b057,2024-12-13 15:51:03,2024-12-14 04:51:03,8029,GBP
c18da95d-bb11-49b7-960a-6f70793a2216,3d5e40dd-dcc7-40be-8f6b-0991ebf595a8,2024-12-28 15:51:03,2024-12-29 20:51:03,1412,GBP
c18da95d-bb11-49b7-960a-6f70793a2216,a99dfd68-7bdf-4bb4-a274-e7169973fcdc,2025-01-05 15:51:03,2025-01-05 20:51:03,2540,GBP
c18da95d-bb11-49b7-960a-6f70793a2216,4f434991-1503-4fae-a24e-4ebd64128fa3,2025-01-27 15:51:03,2025-01-27 18:51:03,510,GBP
2a21293a-5a66-46ea-af40-65c0ef0c282d,6706bb28-1d1a-4751-85b1-3f2e350feb04,2024-12-12 17:12:04,2024-12-13 17:12:04,731,USD
2a21293a-5a66-46ea-af40-65c0ef0c282d,68f00848-7bf4-45b8-b5af-1dba735b1c9b,2024-12-31 17:12:04,2025-01-02 07:12:04,4407,USD
2a21293a-5a66-46ea-af40-65c0ef0c282d,f93fd6d9-0cbc-4fe5-adef-380372a2e8b6,2025-01-13 17:12:04,2025-01-15 16:12:04,8974,USD
2a21293a-5a66-46ea-af40-65c0ef0c282d,68cefc0a-6539-470f-a40e-01802d19c384,2025-01-27 17:12:04,2025-01-29 07:12:04,1964,USD
2a21293a-5a66-46ea-af40-65c0ef0c282d,e42961f9-0c6f-4323-b0c8-667b5fc51e17,2025-02-24 17:12:04,2025-02-25 08:12:04,6695,USD
e76e996b-0dc0-4775-8984-24de50f783c4,811a422e-2b52-4595-8f6b-b60630ad7893,2024-04-07 01:37:17,2024-04-08 09:37:17,6035,USD
e76e996b-0dc0-4775-8984-24de50f783c4,0d74234d-abe2-4b5c-8f9a-051d32c2a305,2024-04-24 01:37:17,2024-04-24 12:37:17,4346,USD
e76e996b-0dc0-4775-8984-24de50f783c4,36e12bdd-aaf2-49a2-bb72-e80cb2a3a910,2024-05-21 01:37:17,2024-05-22 03:37:17,9723,USD
e76e996b-0dc0-4775-8984-24de50f783c4,29e7cf61-af43-4ac3-882a-5791ebdf58c1,2024-05-27 01:37:17,2024-05-28 06:37:17,3446,USD
cba613e2-7b29-4f8b-b134-8ac10c380419,52e36be6-0e39-41bf-a605-9fb06b3217c1,2025-02-05 02:46:08,2025-02-06 20:46:08,8988,CAD
5da56f69-8a3b-470b-abb7-a7a2f7f84e01,6d6d23a7-7dc9-46fc-8178-65306afa7600,2024-07-08 23:54:55,2024-07-09 19:54:55,3749,GBP
5da56f69-8a3b-470b-abb7-a7a2f7f84e01,feba9468-ea75-47c2-a6a7-ad505a90d464,2024-08-04 23:54:55,2024-08-05 04:54:55,7619,GBP
efb560cb-75e0-40c9-a713-01a8d31e5a6f,ccd228cd-d896-4fc4-9d4f-1e33a5399d1b,2025-01-22 22:38:34,2025-01-23 21:38:34,5979,CAD
efb560cb-75e0-40c9-a713-01a8d31e5a6f,f89183b1-77d4-4b5c-8d11-1f0c9f53a774,2025-02-02 22:38:34,2025-02-04 16:38:34,1815,CAD
efb560cb-75e0-40c9-a713-01a8d31e5a6f,ba1e4fc2-5909-4899-9191-0e8657742a80,2025-03-01 22:38:34,2025-03-02 18:38:34,1445,CAD
efb560cb-75e0-40c9-a713-01a8d31e5a6f,7cbd8fa2-cfd8-43ec-b011-1f348b80d272,2025-03-06 22:38:34,2025-03-07 04:38:34,9219,CAD
efb560cb-75e0-40c9-a713-01a8d31e5a6f,dec00806-8208-4daa-a67c-cec053c96d51,2025-03-15 22:38:34,2025-03-17 01:38:34,8354,CAD
5bfb3235-1639-4cd7-a41e-9cb4c1c55452,9882b51a-058d-4e1e-a403-d8d63d4c9e3d,2025-01-22 09:17:31,2025-01-22 22:17:31,1157,CAD
18cd1347-eee0-4b56-bc5d-93a3800157ef,72bb1769-5ba9-472f-81f8-5dcc88ade540,2024-04-19 08:26:11,2024-04-19 12:26:11,9685,USD
18cd1347-eee0-4b56-bc5d-93a3800157ef,08963603-d224-4839-a7e1-e490370a1998,2024-05-06 08:26:11,2024-05-06 16:26:11,2923,USD
e087619e-20e3-4f68-8cad-ab982ea77d21,472d82a0-d3c9-4d05-b155-9f627958a26c,2024-09-18 18:06:40,2024-09-19 05:06:40,6324,AUD
e087619e-20e3-4f68-8cad-ab982ea77d21,4f708c23-78ed-49c5-b5d7-805fb6fd121b,2024-09-24 18:06:40,2024-09-26 04:06:40,6762,AUD
e087619e-20e3-4f68-8cad-ab982ea77d21,8fd2c886-445b-4233-8cdc-ad881dd99246,2024-10-06 18:06:40,2024-10-08 09:06:40,7954,AUD
e087619e-20e3-4f68-8cad-ab982ea77d21,a4a1a129-623b-4649-ae90-6f229bcfffd0,2024-10-20 18:06:40,2024-10-22 01:06:40,1471,AUD
e087619e-20e3-4f68-8cad-ab982ea77d21,afe00492-3388-41ab-abbb-a5dc80801872,2024-11-07 18:06:40,2024-11-09 00:06:40,2513,AUD
9297f90b-d1ab-4b7b-a54a-45c9816ae776,07bcaaa0-e422-4c11-bc6f-c17e2eebe387,2024-12-20 21:19:57,2024-12-22 13:19:57,3997,GBP
9297f90b-d1ab-4b7b-a54a-45c9816ae776,070c57d3-f888-495b-8d7e-96f4ccf1f126,2025-01-17 21:19:57,2025-01-19 15:19:57,2136,GBP
c9b74a93-735b-417c-91d5-7329b997250c,7d7dae4a-645c-4e3f-9307-2b6b53a930ec,2024-11-26 20:56:39,2024-11-27 18:56:39,1319,GBP
c9b74a93-735b-417c-91d5-7329b997250c,d434509b-0f82-4a23-bb76-f2ab15e1be33,2024-11-30 20:56:39,2024-12-01 02:56:39,7563,GBP
c9b74a93-735b-417c-91d5-7329b997250c,db5b454c-c080-42ca-aa4f-122649ce732d,2024-12-15 20:56:39,2024-12-17 15:56:39,3153,GBP
c9b74a93-735b-417c-91d5-7329b997250c,f7d0cf10-a016-42f2-a721-d0fc7198591f,2025-01-06 20:56:39,2025-01-07 02:56:39,3747,GBP
e48a810b-076b-4d50-ba3a-847474e5498c,27a90dbd-04c6-430d-9ea3-ab0f152fcfeb,2024-07-28 14:04:42,2024-07-30 11:04:42,1282,CAD
e48a810b-076b-4d50-ba3a-847474e5498c,c8c43eed-d892-4a81-966e-e9d701899e32,2024-08-20 14:04:42,2024-08-21 23:04:42,401,CAD
e48a810b-076b-4d50-ba3a-847474e5498c,cbab2f4d-0e7b-4b96-a2e8-5395e69f60b6,2024-09-03 14:04:42,2024-09-04 09:04:42,3064,CAD
5cbc2384-9782-4978-8451-8f7d7ebec4f7,12fcbab6-3b14-466a-9ce8-6352a2fbd043,2025-02-03 08:48:39,2025-02-04 07:48:39,6080,GBP
5cbc2384-9782-4978-8451-8f7d7ebec4f7,40ffc549-cf6a-4c46-80ed-ca5155f8545c,2025-02-10 08:48:39,2025-02-10 22:48:39,4938,GBP
5cbc2384-9782-4978-8451-8f7d7ebec4f7,0b191aca-8dfd-4f9e-bf29-898c525c1765,2025-03-10 08:48:39,2025-03-12 04:48:39,6377,GBP
5cbc2384-9782-4978-8451-8f7d7ebec4f7,9eed5e80-19cd-4051-9b50-34d1e927f5ef,2025-04-08 08:48:39,2025-04-09 21:48:39,5071,GBP
a23aef17-e9f9-4d87-b356-c7c6e7751e74,5b682524-7640-4432-b5a4-d2c818aae595,2024-10-05 06:13:56,2024-10-06 17:13:56,4041,AUD
a23aef17-e9f9-4d87-b356-c7c6e7751e74,3b4f2724-3808-48df-8614-9bc1445c9b6d,2024-10-23 06:13:56,2024-10-24 22:13:56,8456,AUD
3a74cb3d-ccaf-475e-8fe5-511f4257d9ce,2b2782e6-f853-4e83-b8d1-00ca5ab583ce,2024-04-12 21:29:21,2024-04-13 23:29:21,644,AUD
d91e983f-9235-449a-abd5-235345c25b3d,96f32a73-5e6d-4e35-9069-25572e88e483,2024-03-18 02:53:59,2024-03-18 07:53:59,7126,AUD
d91e983f-9235-449a-abd5-235345c25b3d,83fa0de3-8ea6-41e6-89ab-4a0dcb04b451,2024-03-20 02:53:59,2024-03-21 19:53:59,1660,AUD
d91e983f-9235-449a-abd5-235345c25b3d,85cb687b-71eb-4488-a46f-fadbb8eab632,2024-04-17 02:53:59,2024-04-18 12:53:59,2562,AUD
03f6e516-8073-4f1e-a679-df1c650822c4,96eb5420-1354-4cde-985f-db6e4143c083,2024-04-12 12:35:29,2024-04-13 01:35:29,2579,GBP
9bffb94b-945a-4abe-bcfe-dcb632a0cbb9,8f8591b4-3ce1-4908-be85-d78f299b4f2d,2025-02-09 08:27:32,2025-02-10 12:27:32,8945,AUD
9bffb94b-945a-4abe-bcfe-dcb632a0cbb9,3e7de7c7-7b8e-4cf0-bafa-c1f4ec4e8e0f,2025-03-06 08:27:32,2025-03-07 09:27:32,3655,AUD
9bffb94b-945a-4abe-bcfe-dcb632a0cbb9,f11a795d-c6fc-4750-9307-c8c73745a07e,2025-03-11 08:27:32,2025-03-12 05:27:32,9166,AUD
9bffb94b-945a-4abe-bcfe-dcb632a0cbb9,9004ce10-d00f-406f-9d82-ecdfd9dcfcfd,2025-03-29 08:27:32,2025-03-29 19:27:32,5489,AUD
6443f0c8-0d9f-4419-88d5-eae29e33b52b,43f79701-b71c-4770-ba13-bc8460f0f607,2024-12-27 14:39:50,2024-12-28 06:39:50,7667,USD
6443f0c8-0d9f-4419-88d5-eae29e33b52b,c628ade6-a1e9-4a3e-8490-e114daa47c63,2025-01-02 14:39:50,2025-01-03 19:39:50,5382,USD
6443f0c8-0d9f-4419-88d5-eae29e33b52b,dae6eaa6-fb88-4889-beb0-2c0963af3de8,2025-01-07 14:39:50,2025-01-08 14:39:50,727,USD
5749dee8-8b6a-472e-a82f-ab73b0c9ebf8,98d9c430-59c8-4843-b076-2aa61629afdc,2024-06-19 11:48:55,2024-06-21 07:48:55,7300,AUD
5749dee8-8b6a-472e-a82f-ab73b0c9ebf8,04ebc468-12f2-4f23-a65a-1bc523ccc613,2024-06-27 11:48:55,2024-06-27 18:48:55,8424,AUD
065ffb9e-ce2f-49e0-b82d-bd422b298e56,f1bae320-9982-4423-914e-eb342714e573,2024-10-04 14:49:42,2024-10-05 21:49:42,7780,AUD
065ffb9e-ce2f-49e0-b82d-bd422b298e56,f2cb32a7-16e8-4bd6-97d5-c494ddfcb727,2024-10-29 14:49:42,2024-10-30 09:49:42,8874,AUD
065ffb9e-ce2f-49e0-b82d-bd422b298e56,c31f7d64-e596-4725-9c0b-d388b734556a,2024-11-01 14:49:42,2024-11-02 17:49:42,1459,AUD
065ffb9e-ce2f-49e0-b82d-bd422b298e56,84730c70-0fe0-41b3-8dfb-018f1d8fe0cd,2024-11-14 14:49:42,2024-11-16 10:49:42,2274,AUD
4b26253d-27da-4c5f-9715-ca7b177f5b0b,c2c9681f-ed62-44f8-8c01-2bfc70becd33,2024-05-04 08:35:17,2024-05-06 00:35:17,6157,CAD
4b26253d-27da-4c5f-9715-ca7b177f5b0b,c769bbe3-d3e5-4ae8-9b05-6039cf2774c2,2024-05-06 08:35:17,2024-05-07 22:35:17,833,CAD
f8172553-a9dc-4c1d-a41f-66db3e0092c2,08501c4b-101a-4190-9840-4e7ef870cb92,2024-10-19 23:43:06,2024-10-21 11:43:06,6809,USD
f8172553-a9dc-4c1d-a41f-66db3e0092c2,011af890-8d27-4456-a34b-8dfa76bbdb27,2024-11-02 23:43:06,2024-11-04 16:43:06,1350,USD
327be09a-6d3a-4cc3-8a37-96ac225eb796,a24c1293-949a-4cc5-84e3-db3ef48ecfb9,2024-06-06 15:42:04,2024-06-07 02:42:04,4074,AUD
327be09a-6d3a-4cc3-8a37-96ac225eb796,c71c8615-d978-4e03-a1c1-99354fc18a63,2024-06-20 15:42:04,2024-06-21 13:42:04,9184,AUD
327be09a-6d3a-4cc3-8a37-96ac225eb796,bf3f0a3c-1a75-4aee-a59a-f16138ea5faf,2024-06-24 15:42:04,2024-06-25 08:42:04,4572,AUD
327be09a-6d3a-4cc3-8a37-96ac225eb796,f36f0b6c-6d3e-45a8-826d-4c965534599b,2024-06-25 15:42:04,2024-06-26 18:42:04,634,AUD
327be09a-6d3a-4cc3-8a37-96ac225eb796,73dd5683-7be6-409a-af86-1b37f4ad4193,2024-07-20 15:42:04,2024-07-20 22:42:04,3133,AUD
22ee3667-d8da-4aa5-968b-8642b9ddf493,f40af33d-1304-4224-8ff9-db6c8c0379fd,2024-08-20 21:07:06,2024-08-21 12:07:06,1852,CAD
5c1fe2da-e2df-444f-908c-a64bc62892fb,e2316a96-b583-43f8-922c-370522fbcb70,2024-08-19 11:24:38,2024-08-20 18:24:38,6273,CAD
6621a099-f7ab-429c-bcc3-8615f6d0adfe,db5ecba9-a68a-4a98-844c-db537a742312,2024-07-05 03:14:01,2024-07-05 08:14:01,6255,USD
6621a099-f7ab-429c-bcc3-8615f6d0adfe,0e8c8a5b-8034-482c-a286-090c3e3cb754,2024-08-01 03:14:01,2024-08-02 09:14:01,7970,USD
6621a099-f7ab-429c-bcc3-8615f6d0adfe,4883178f-ac1d-4afc-a448-f434a45f7d42,2024-08-03 03:14:01,2024-08-03 20:14:01,1779,USD
6621a099-f7ab-429c-bcc3-8615f6d0adfe,26f09cb9-121f-46ba-9d9e-cdd5521a49a1,2024-08-23 03:14:01,2024-08-24 06:14:01,9924,USD
b48b60f0-e726-49c8-a3d2-c72137adfab1,f4b0a64b-5791-4c94-8a7b-7935292e19ec,2024-05-24 04:55:10,2024-05-24 08:55:10,8203,AUD
b48b60f0-e726-49c8-a3d2-c72137adfab1,1cb04fbe-9941-4990-be4a-68c05ad0ac42,2024-06-22 04:55:10,2024-06-22 14:55:10,3809,AUD
b48b60f0-e726-49c8-a3d2-c72137adfab1,fb75350e-bc14-4451-8d39-16d598ceae62,2024-07-18 04:55:10,2024-07-20 00:55:10,8281,AUD
e77049ce-fa64-458b-82de-13a1dd5ff5df,f093fe39-354e-4ae2-a4a4-5ba7d510b730,2024-06-08 12:15:04,2024-06-10 11:15:04,3411,GBP
e77049ce-fa64-458b-82de-13a1dd5ff5df,5b6caaf5-5241-4f05-aaba-7299776cc9ac,2024-06-23 12:15:04,2024-06-24 03:15:04,4629,GBP
e77049ce-fa64-458b-82de-13a1dd5ff5df,410aafef-e556-427d-8c7e-95e5593c11f3,2024-07-06 12:15:04,2024-07-06 21:15:04,812,GBP
452560d4-c986-42a4-adf0-c73b38a3bd3f,3f7fd549-d8cb-4b57-9489-b7d9f1a9dd51,2024-05-29 09:32:39,2024-05-29 12:32:39,5595,USD
452560d4-c986-42a4-adf0-c73b38a3bd3f,b1c987de-29db-4dc8-b968-e629c81675a9,2024-06-11 09:32:39,2024-06-13 08:32:39,9051,USD
452560d4-c986-42a4-adf0-c73b38a3bd3f,b23b026e-3ec6-49de-b4c9-244c3c33a80d,2024-07-07 09:32:39,2024-07-08 20:32:39,753,USD
452560d4-c986-42a4-adf0-c73b38a3bd3f,fb3657e4-4675-4e88-96c8-9f1c585f5588,2024-07-30 09:32:39,2024-07-31 20:32:39,3947,USD
452560d4-c986-42a4-adf0-c73b38a3bd3f,91ea21c6-3343-499d-ad56-b94c09e0d46c,2024-08-22 09:32:39,2024-08-22 20:32:39,9890,USD
a9611233-b26f-43aa-9e35-15bdd0451c08,3edc67ff-3f71-4600-aaa0-0715010fb1d4,2024-09-06 10:06:48,2024-09-06 22:06:48,5299,CAD
a9611233-b26f-43aa-9e35-15bdd0451c08,eb050482-a0e7-4929-a2fe-3910e5ce9dc5,2024-10-04 10:06:48,2024-10-04 19:06:48,6479,CAD
a9611233-b26f-43aa-9e35-15bdd0451c08,58001e16-9fef-41cd-980f-f50153520db8,2024-10-24 10:06:48,2024-10-25 22:06:48,2615,CAD
a9611233-b26f-43aa-9e35-15bdd0451c08,a4dede29-a9b9-4289-961e-62416bab015d,2024-11-15 10:06:48,2024-11-16 14:06:48,8814,CAD
dd1173fb-fcba-4431-a0da-26ba61346959,0c4c8adf-b7b4-4622-960a-d97e66fa808d,2024-11-24 12:21:01,2024-11-25 16:21:01,7572,AUD
4e655179-8371-497d-8dae-9995e0c2b45c,af7a7b01-7bcd-4ccc-acfe-61293c6cff48,2024-04-13 15:23:36,2024-04-14 19:23:36,5923,USD
4e655179-8371-497d-8dae-9995e0c2b45c,d339fbd3-05e4-4873-abdd-64203e11f520,2024-04-27 15:23:36,2024-04-28 13:23:36,8845,USD
4e655179-8371-497d-8dae-9995e0c2b45c,854daa7b-b9f9-43bd-9582-8e5d24c34f69,2024-05-03 15:23:36,2024-05-05 03:23:36,7439,USD
0ce9ffb3-1749-40eb-a1fe-7da2f646b924,be2cc39d-07b6-483b-95c8-0a203680631c,2024-09-16 19:33:26,2024-09-18 10:33:26,7724,USD
0ce9ffb3-1749-40eb-a1fe-7da2f646b924,cfc8287a-b0b7-486c-b5e9-53c0180acb88,2024-09-24 19:33:26,2024-09-26 17:33:26,4311,USD
0ce9ffb3-1749-40eb-a1fe-7da2f646b924,8390f332-928b-4fe4-9fc7-2be2a5e12d62,2024-10-22 19:33:26,2024-10-24 19:33:26,4627,USD
652442d3-bf37-4e4a-ae64-6b761b91613a,98b6a811-421e-45e8-bd41-bca15360b6e3,2024-04-12 22:59:47,2024-04-13 14:59:47,3815,CAD
652442d3-bf37-4e4a-ae64-6b761b91613a,e7932580-4599-4e09-aada-b9ab64722aa5,2024-05-08 22:59:47,2024-05-09 21:59:47,5365,CAD
652442d3-bf37-4e4a-ae64-6b761b91613a,b9a59fcf-6156-418c-93b7-b3238c1a3e5e,2024-06-02 22:59:47,2024-06-03 02:59:47,5681,CAD
652442d3-bf37-4e4a-ae64-6b761b91613a,d0ad6752-bb3a-4664-a26a-26507a03542e,2024-06-16 22:59:47,2024-06-18 10:59:47,1127,CAD
ff457587-858e-4771-9606-ef11979afe69,4ba65beb-ba29-42af-87df-778a116e76b9,2024-09-20 09:09:18,2024-09-21 05:09:18,4533,USD
ff457587-858e-4771-9606-ef11979afe69,19e85820-52ff-4078-836b-77dfcad4bb5f,2024-10-14 09:09:18,2024-10-14 17:09:18,3271,USD
c9aaa76a-8db9-4f07-88ba-53f6085b04fd,d69da671-db38-4e16-8b4c-f81cd4d0fd81,2024-12-13 20:48:00,2024-12-15 08:48:00,2265,GBP
c9aaa76a-8db9-4f07-88ba-53f6085b04fd,7f9d68ec-3e40-47c4-af09-926c19ed5a5e,2025-01-06 20:48:00,2025-01-07 16:48:00,4450,GBP
c9aaa76a-8db9-4f07-88ba-53f6085b04fd,07204636-9951-462b-87e3-66840bff1848,2025-01-13 20:48:00,2025-01-15 01:48:00,724,GBP
c9aaa76a-8db9-4f07-88ba-53f6085b04fd,291f9fb9-8d07-452b-88ac-7481248df7af,2025-01-14 20:48:00,2025-01-15 00:48:00,612,GBP
463eb3f1-6ff0-4be5-92df-7088382503c8,e42f7fab-881e-4f3c-a1fb-68521359d7f1,2024-11-29 16:16:51,2024-11-29 20:16:51,8412,USD
463eb3f1-6ff0-4be5-92df-7088382503c8,0162ea91-d491-4319-9a29-e4fa31b73585,2024-12-12 16:16:51,2024-12-14 07:16:51,8581,USD
