account_id,invoice_id,transaction_id,transaction_time,payment_method,amount,currency
281bda77-b6aa-49d3-8cdc-5452ffce3e61,5aaf7b03-f8ac-41dd-96f2-a8391382636e,86f022ec-2d8c-43bd-a48b-f4bca0577ded,2025-02-10 19:11:53,ACH,6431,USD
3a2465a5-efe1-477b-a321-d9f1db74d2cf,b86970e9-615c-4ac8-8e77-2a4f9aa410dc,a844cea6-d527-4684-8b72-d2c449e2899f,2025-01-05 10:06:11,Paypal,4018,GBP
3a2465a5-efe1-477b-a321-d9f1db74d2cf,16410a15-018a-4c78-8619-87c28c7ba3df,f666cc9e-7b9b-4e61-a141-3f5c75a16e4d,2025-01-24 23:06:11,Cheque,7943,GBP
3a2465a5-efe1-477b-a321-d9f1db74d2cf,62568261-7bad-4932-8c4a-79bed10d697f,728637f6-e4de-4efd-a2fb-8e27bce840c4,2025-01-28 10:06:11,Credit Card,1063,GBP
3a2465a5-efe1-477b-a321-d9f1db74d2cf,5eb8939d-f2d8-49d8-ac54-33f14384b0fe,995f1e34-5037-44db-b678-6c7b0d7fdc6f,2025-02-21 06:06:11,Credit Card,9071,GBP
3a2465a5-efe1-477b-a321-d9f1db74d2cf,faec4e7d-ea7c-4984-861b-688acfde08d3,61a4741b-9d1e-4cb6-ba17-3033f7ee62f0,2025-03-01 03:06:11,ACH,6925,GBP
995011a6-0f3a-49b3-a511-296a19e86f9f,1c5a971f-1681-42d3-931c-54a6d0140ce9,ee411188-0b18-4861-a90b-746d586638b9,2025-01-06 17:54:50,Cheque,418,GBP
a30c9d71-5482-4be4-8d00-d293ecaf6431,44bbf4e4-54cb-4089-9251-30142639d4f8,db7e60b8-ba47-440f-8dd5-35e1e3800316,2024-05-06 23:03:48,Credit Card,5818,AUD
0229253a-642f-433e-8c0b-f67fb905b165,8e4fd390-903c-40ac-b1f6-7a970a3a69ea,f94656f6-6432-415a-aace-2397853f784b,2024-06-24 00:20:19,Cash,7497,CAD
d5679769-c49f-43af-83a4-d8ac90b63cb0,7f29f24c-8142-4b5f-a8e4-3bd59382c04c,73d0777d-d7f1-4dc5-a9cc-2afd7543b87c,2025-02-04 09:08:56,Cheque,2395,USD
d5679769-c49f-43af-83a4-d8ac90b63cb0,35cfb13c-ba47-4e7a-9918-c3ba79dea577,d9b68d6d-fa60-4936-a73a-50999a9f11fb,2025-02-19 15:08:56,ACH,6519,USD
d5679769-c49f-43af-83a4-d8ac90b63cb0,81e438c3-d8e6-4a6b-8a33-d3b625c89e11,bdc4cc23-9f6b-4297-a42a-3bbdbbae0581,2025-03-19 06:08:56,Credit Card,1640,USD
408f1b39-0805-4e6a-a1fb-035f9f541493,6aec6786-41d1-4a18-a23d-a4e279aa6ebc,cca5f2e4-cfdc-42ed-abd2-a12b791670f9,2024-11-19 21:51:55,Credit Card,8429,GBP
408f1b39-0805-4e6a-a1fb-035f9f541493,2ef65d39-d041-4af0-8caa-4f242cc56ad3,82ff6c38-a520-4fe5-ac2e-a4fac5d5637e,2024-12-17 10:51:55,Cash,1118,GBP
3a1ebd38-801b-4b96-a9ff-41d69ad3e63a,5e5cd856-998a-4ace-b665-b1dd00002b21,18b5b9cc-9e16-482f-b43f-9965194df52b,2024-12-24 15:53:39,Cheque,4080,CAD
3a1ebd38-801b-4b96-a9ff-41d69ad3e63a,46f64cc3-2b0a-4d40-82c3-6d10b1958ba5,a18b7ee4-8c5b-417e-9c46-edaf2e5bd073,2024-12-30 22:53:39,ACH,5423,CAD
3a1ebd38-801b-4b96-a9ff-41d69ad3e63a,4558666f-f8ed-46ed-ad75-3bde2b0c06d7,52b26a39-95d3-4c0a-8452-bb635f1b1a05,2025-01-02 08:53:39,Cheque,7730,CAD
3a1ebd38-801b-4b96-a9ff-41d69ad3e63a,86096c88-452e-429d-b368-618ac007d95c,9ef083a7-467f-417d-90b2-5059145d0480,2025-01-18 15:53:39,Credit Card,8101,CAD
93f16e6e-c503-4b90-83de-06b96a5cfec7,9d85d6ad-6794-47c2-bd43-fbc794b41865,c4770f93-588e-4720-9040-0fd7058a0aaa,2024-08-17 04:15:06,Credit Card,7171,USD
93f16e6e-c503-4b90-83de-06b96a5cfec7,398761ac-48ce-4d33-a20c-315e46ca7bcd,91b7992a-ea8f-4ce7-b5f7-3921fa4bedfe,2024-08-28 03:15:06,Paypal,6564,USD
c18da95d-bb11-49b7-960a-6f70793a2216,3d5e40dd-dcc7-40be-8f6b-0991ebf595a8,a456a1ea-7c01-4591-a8a6-6b209b415a74,2024-12-30 19:51:03,Cash,1412,GBP
2a21293a-5a66-46ea-af40-65c0ef0c282d,6706bb28-1d1a-4751-85b1-3f2e350feb04,30e0c119-11e0-4559-97c2-414e9e2162d4,2024-12-15 07:12:04,ACH,731,USD
2a21293a-5a66-46ea-af40-65c0ef0c282d,68f00848-7bf4-45b8-b5af-1dba735b1c9b,b6684c52-ce4b-4cc4-a752-8c23512c53f6,2025-01-03 18:12:04,Credit Card,4407,USD
2a21293a-5a66-46ea-af40-65c0ef0c282d,68cefc0a-6539-470f-a40e-01802d19c384,790a8be3-387e-48bd-872f-48ddc77e2a63,2025-02-01 00:12:04,Cash,1964,USD
2a21293a-5a66-46ea-af40-65c0ef0c282d,e42961f9-0c6f-4323-b0c8-667b5fc51e17,6184bacc-12d6-452a-9d1e-e5eb49328608,2025-02-26 14:12:04,ACH,6695,USD
e76e996b-0dc0-4775-8984-24de50f783c4,811a422e-2b52-4595-8f6b-b60630ad7893,fc328f12-f64e-4a6d-a7fb-08c5c24d7f76,2024-04-10 11:37:17,ACH,6035,USD
e76e996b-0dc0-4775-8984-24de50f783c4,0d74234d-abe2-4b5c-8f9a-051d32c2a305,af64a9c7-e2fd-478d-bf85-0989651dcf5c,2024-04-24 17:37:17,ACH,4346,USD
e76e996b-0dc0-4775-8984-24de50f783c4,29e7cf61-af43-4ac3-882a-5791ebdf58c1,bac88d16-b1c7-4cda-9b47-e654e9eadda0,2024-05-28 20:37:17,Cheque,3446,USD
cba613e2-7b29-4f8b-b134-8ac10c380419,52e36be6-0e39-41bf-a605-9fb06b3217c1,a6507fda-507a-4cb3-9527-845de7523188,2025-02-08 21:46:08,Cheque,8988,CAD
5da56f69-8a3b-470b-abb7-a7a2f7f84e01,6d6d23a7-7dc9-46fc-8178-65306afa7600,a66e3e4c-7f8d-4f25-8d9a-ec56d3a8a8ee,2024-07-11 02:54:55,Credit Card,3749,GBP
5da56f69-8a3b-470b-abb7-a7a2f7f84e01,feba9468-ea75-47c2-a6a7-ad505a90d464,fd9047de-c972-4fa0-9936-de6d22b2a79d,2024-08-07 03:54:55,ACH,7619,GBP
efb560cb-75e0-40c9-a713-01a8d31e5a6f,ccd228cd-d896-4fc4-9d4f-1e33a5399d1b,b3011905-3c0c-49ee-9de7-5061b6195e48,2025-01-25 03:38:34,Cash,5979,CAD
efb560cb-75e0-40c9-a713-01a8d31e5a6f,f89183b1-77d4-4b5c-8d11-1f0c9f53a774,ae8b8408-ae06-4b21-adf6-acaa6a63ed99,2025-02-06 15:38:34,ACH,1815,CAD
efb560cb-75e0-40c9-a713-01a8d31e5a6f,ba1e4fc2-5909-4899-9191-0e8657742a80,0e6a217b-e949-4e92-95de-c371b48e77b9,2025-03-02 20:38:34,Cheque,1445,CAD
efb560cb-75e0-40c9-a713-01a8d31e5a6f,dec00806-8208-4daa-a67c-cec053c96d51,9ebffaa5-2f44-432d-b5a7-5fbd9c2f0f5b,2025-03-19 02:38:34,Credit Card,8354,CAD
5bfb3235-1639-4cd7-a41e-9cb4c1c55452,9882b51a-058d-4e1e-a403-d8d63d4c9e3d,81ac77ca-aeab-4b8d-8afa-93d1ec6eda86,2025-01-25 17:17:31,Cash,1157,CAD
18cd1347-eee0-4b56-bc5d-93a3800157ef,72bb1769-5ba9-472f-81f8-5dcc88ade540,8ea61b52-9c82-4d3c-88e2-ed7a6ec38e0e,2024-04-20 07:26:11,Cheque,9685,USD
e087619e-20e3-4f68-8cad-ab982ea77d21,472d82a0-d3c9-4d05-b155-9f627958a26c,bf69f02d-fa35-4c50-9233-3f4933612a7f,2024-09-20 01:06:40,Cheque,6324,AUD
e087619e-20e3-4f68-8cad-ab982ea77d21,8fd2c886-445b-4233-8cdc-ad881dd99246,135a8b29-abf8-4972-a411-84a89f6d5d6d,2024-10-08 21:06:40,Paypal,7954,AUD
e087619e-20e3-4f68-8cad-ab982ea77d21,a4a1a129-623b-4649-ae90-6f229bcfffd0,ef5e8234-f85d-4021-be33-d0ad93ed494e,2024-10-24 09:06:40,Paypal,1471,AUD
e087619e-20e3-4f68-8cad-ab982ea77d21,afe00492-3388-41ab-abbb-a5dc80801872,afe93a32-0bf1-41db-9e71-c81f4ed6dcd4,2024-11-11 05:06:40,Credit Card,2513,AUD
9297f90b-d1ab-4b7b-a54a-45c9816ae776,07bcaaa0-e422-4c11-bc6f-c17e2eebe387,f312e956-dd25-4d7d-a03f-c4ca6f831c41,2024-12-24 22:19:57,Cash,3997,GBP
9297f90b-d1ab-4b7b-a54a-45c9816ae776,070c57d3-f888-495b-8d7e-96f4ccf1f126,cbdf84b7-a081-4534-8fdf-c82576436aa9,2025-01-22 06:19:57,Cash,2136,GBP
c9b74a93-735b-417c-91d5-7329b997250c,7d7dae4a-645c-4e3f-9307-2b6b53a930ec,339e5b98-5dcd-41a0-876c-c0758d03d638,2024-11-30 16:56:39,Paypal,1319,GBP
c9b74a93-735b-417c-91d5-7329b997250c,d434509b-0f82-4a23-bb76-f2ab15e1be33,c130c485-e132-4eac-8d4c-652442d53f96,2024-12-03 16:56:39,Credit Card,7563,GBP
c9b74a93-735b-417c-91d5-7329b997250c,db5b454c-c080-42ca-aa4f-122649ce732d,14503a4e-1590-4fab-968c-4178c6da7640,2024-12-18 02:56:39,Cash,3153,GBP
c9b74a93-735b-417c-91d5-7329b997250c,f7d0cf10-a016-42f2-a721-d0fc7198591f,79aaab84-ba96-4a81-9e8e-6304d30f73ea,2025-01-07 18:56:39,Paypal,3747,GBP
e48a810b-076b-4d50-ba3a-847474e5498c,27a90dbd-04c6-430d-9ea3-ab0f152fcfeb,84e7bd3f-fd2a-4fef-a573-0c96d9705eff,2024-07-31 10:04:42,ACH,1282,CAD
e48a810b-076b-4d50-ba3a-847474e5498c,c8c43eed-d892-4a81-966e-e9d701899e32,42d24421-a5b4-410c-b548-3291664e15cf,2024-08-22 10:04:42,Cash,401,CAD
5cbc2384-9782-4978-8451-8f7d7ebec4f7,40ffc549-cf6a-4c46-80ed-ca5155f8545c,2e0bbc6b-e8eb-4e42-91ff-6f4ca2164a6e,2025-02-11 11:48:39,Paypal,4938,GBP
5cbc2384-9782-4978-8451-8f7d7ebec4f7,0b191aca-8dfd-4f9e-bf29-898c525c1765,6fc4acc5-cc88-4e2c-88dc-b99bf1df1c7d,2025-03-13 00:48:39,Cheque,6377,GBP
a23aef17-e9f9-4d87-b356-c7c6e7751e74,5b682524-7640-4432-b5a4-d2c818aae595,7e566c30-8315-4d8c-b245-75a87424618a,2024-10-09 07:13:56,Cheque,4041,AUD
a23aef17-e9f9-4d87-b356-c7c6e7751e74,3b4f2724-3808-48df-8614-9bc1445c9b6d,a94b6f16-265e-4244-9952-bb9cc691f007,2024-10-27 07:13:56,Credit Card,8456,AUD
d91e983f-9235-449a-abd5-235345c25b3d,83fa0de3-8ea6-41e6-89ab-4a0dcb04b451,3e227be0-6e9c-4c86-b3d6-d8b3b63df049,2024-03-23 19:53:59,Cheque,1660,AUD
9bffb94b-945a-4abe-bcfe-dcb632a0cbb9,3e7de7c7-7b8e-4cf0-bafa-c1f4ec4e8e0f,39b30ef1-b439-4f31-aaa8-3dc7fd262d4b,2025-03-07 16:27:32,Paypal,3655,AUD
9bffb94b-945a-4abe-bcfe-dcb632a0cbb9,9004ce10-d00f-406f-9d82-ecdfd9dcfcfd,958a84b7-e003-4bce-a136-af1ab5f0eab3,2025-03-30 17:27:32,ACH,5489,AUD
6443f0c8-0d9f-4419-88d5-eae29e33b52b,c628ade6-a1e9-4a3e-8490-e114daa47c63,31c04e16-6796-461e-ae6e-83ee580ef0e1,2025-01-05 11:39:50,Cheque,5382,USD
6443f0c8-0d9f-4419-88d5-eae29e33b52b,dae6eaa6-fb88-4889-beb0-2c0963af3de8,78743bd5-b65d-4895-9d87-22d6043a54bc,2025-01-10 09:39:50,Cheque,727,USD
5749dee8-8b6a-472e-a82f-ab73b0c9ebf8,98d9c430-59c8-4843-b076-2aa61629afdc,59073ffc-2b01-43d7-9a6b-522e1350f2a3,2024-06-23 11:48:55,Cash,7300,AUD
5749dee8-8b6a-472e-a82f-ab73b0c9ebf8,04ebc468-12f2-4f23-a65a-1bc523ccc613,16034dca-3394-4a9e-aa8a-a1b7e3465b68,2024-06-30 07:48:55,Cash,8424,AUD
065ffb9e-ce2f-49e0-b82d-bd422b298e56,c31f7d64-e596-4725-9c0b-d388b734556a,497b02a1-96db-469a-8923-1179201c101d,2024-11-05 16:49:42,ACH,1459,AUD
4b26253d-27da-4c5f-9715-ca7b177f5b0b,c2c9681f-ed62-44f8-8c01-2bfc70becd33,d7eb8753-db4d-4083-9d8b-2fd7957e98d1,2024-05-07 06:35:17,Cash,6157,CAD
4b26253d-27da-4c5f-9715-ca7b177f5b0b,c769bbe3-d3e5-4ae8-9b05-6039cf2774c2,9523300d-46c5-4d4f-97ec-cd6bbf7e9d18,2024-05-10 09:35:17,Credit Card,833,CAD
327be09a-6d3a-4cc3-8a37-96ac225eb796,a24c1293-949a-4cc5-84e3-db3ef48ecfb9,f57474ac-fee1-4e5c-bcea-186f77e36e52,2024-06-08 12:42:04,Cheque,4074,AUD
327be09a-6d3a-4cc3-8a37-96ac225eb796,bf3f0a3c-1a75-4aee-a59a-f16138ea5faf,0715ce5c-7f4f-4fdd-a27b-e9474124ca4d,2024-06-26 15:42:04,Paypal,4572,AUD
22ee3667-d8da-4aa5-968b-8642b9ddf493,f40af33d-1304-4224-8ff9-db6c8c0379fd,6b074dbb-e12d-4648-b5f8-5084c46b5ece,2024-08-23 17:07:06,Cash,1852,CAD
6621a099-f7ab-429c-bcc3-8615f6d0adfe,db5ecba9-a68a-4a98-844c-db537a742312,41e72cfe-de5e-4bd9-8e5f-87f5745eb661,2024-07-07 05:14:01,Cheque,6255,USD
6621a099-f7ab-429c-bcc3-8615f6d0adfe,0e8c8a5b-8034-482c-a286-090c3e3cb754,5b1ddf37-3211-4c67-b760-e0ead4fc4380,2024-08-02 13:14:01,Paypal,7970,USD
6621a099-f7ab-429c-bcc3-8615f6d0adfe,4883178f-ac1d-4afc-a448-f434a45f7d42,b956d741-cae3-4525-a5ce-38a2d6541538,2024-08-06 01:14:01,ACH,1779,USD
6621a099-f7ab-429c-bcc3-8615f6d0adfe,26f09cb9-121f-46ba-9d9e-cdd5521a49a1,8c364e96-529d-4b8a-bb9f-79113636dbc1,2024-08-26 09:14:01,Cash,9924,USD
b48b60f0-e726-49c8-a3d2-c72137adfab1,f4b0a64b-5791-4c94-8a7b-7935292e19ec,da224ef3-574c-49a4-bb92-b3612c929040,2024-05-26 23:55:10,Credit Card,8203,AUD
b48b60f0-e726-49c8-a3d2-c72137adfab1,fb75350e-bc14-4451-8d39-16d598ceae62,52d87d46-c416-4cb7-b7aa-9a3f7b1c5416,2024-07-21 01:55:10,Cheque,8281,AUD
e77049ce-fa64-458b-82de-13a1dd5ff5df,f093fe39-354e-4ae2-a4a4-5ba7d510b730,7a2ce6b9-8059-40d3-a91a-f25d09305c43,2024-06-13 08:15:04,Credit Card,3411,GBP
452560d4-c986-42a4-adf0-c73b38a3bd3f,3f7fd549-d8cb-4b57-9489-b7d9f1a9dd51,f0f60840-92b7-4cc7-9fc7-2fa70638c4e2,2024-05-31 17:32:39,Cash,5595,USD
452560d4-c986-42a4-adf0-c73b38a3bd3f,b1c987de-29db-4dc8-b968-e629c81675a9,37102b86-60e3-4433-808f-5072ae7240d0,2024-06-15 09:32:39,Cash,9051,USD
452560d4-c986-42a4-adf0-c73b38a3bd3f,b23b026e-3ec6-49de-b4c9-244c3c33a80d,dac8e924-0b61-462c-8307-fec5a5cc7889,2024-07-10 08:32:39,Credit Card,753,USD
452560d4-c986-42a4-adf0-c73b38a3bd3f,fb3657e4-4675-4e88-96c8-9f1c585f5588,62f8813c-3c25-452a-a792-bda8880c48fd,2024-08-03 08:32:39,Paypal,3947,USD
452560d4-c986-42a4-adf0-c73b38a3bd3f,91ea21c6-3343-499d-ad56-b94c09e0d46c,11461b63-c891-4a8f-a2df-081875c376ee,2024-08-24 11:32:39,Credit Card,9890,USD
a9611233-b26f-43aa-9e35-15bdd0451c08,3edc67ff-3f71-4600-aaa0-0715010fb1d4,80bc010c-e765-4835-9fb6-91dc7c2a97bd,2024-09-07 18:06:48,Cash,5299,CAD
a9611233-b26f-43aa-9e35-15bdd0451c08,a4dede29-a9b9-4289-961e-62416bab015d,6c97cc2a-3c9a-42ef-ba56-93152ef679af,2024-11-19 01:06:48,Credit Card,8814,CAD
dd1173fb-fcba-4431-a0da-26ba61346959,0c4c8adf-b7b4-4622-960a-d97e66fa808d,7fe391f8-2d97-4c33-aa3d-20dc82d014cb,2024-11-25 20:21:01,Cash,7572,AUD
4e655179-8371-497d-8dae-9995e0c2b45c,d339fbd3-05e4-4873-abdd-64203e11f520,2d9311a0-6db1-454a-b100-9a2dcb032839,2024-04-30 15:23:36,Credit Card,8845,USD
4e655179-8371-497d-8dae-9995e0c2b45c,854daa7b-b9f9-43bd-9582-8e5d24c34f69,ded728e6-255b-4dc1-aa8f-eba03b56e8a3,2024-05-06 23:23:36,Paypal,7439,USD
0ce9ffb3-1749-40eb-a1fe-7da2f646b924,be2cc39d-07b6-483b-95c8-0a203680631c,dd9bab17-f11e-4de0-8892-2f14876f5cc6,2024-09-21 00:33:26,Cash,7724,USD
0ce9ffb3-1749-40eb-a1fe-7da2f646b924,8390f332-928b-4fe4-9fc7-2be2a5e12d62,1a3b69d4-b314-43e4-8ac1-ae747ff4ec69,2024-10-25 17:33:26,ACH,4627,USD
652442d3-bf37-4e4a-ae64-6b761b91613a,98b6a811-421e-45e8-bd41-bca15360b6e3,4269ac7e-e5e4-4681-8d51-be85ec0d1ec9,2024-04-14 08:59:47,Cheque,3815,CAD
652442d3-bf37-4e4a-ae64-6b761b91613a,e7932580-4599-4e09-aada-b9ab64722aa5,8620f82e-9897-4ff6-b707-adfc11b55ffc,2024-05-11 05:59:47,Credit Card,5365,CAD
652442d3-bf37-4e4a-ae64-6b761b91613a,d0ad6752-bb3a-4664-a26a-26507a03542e,1dd39627-7f1c-4da2-8673-c12a0baa06a0,2024-06-19 12:59:47,Cheque,1127,CAD
ff457587-858e-4771-9606-ef11979afe69,4ba65beb-ba29-42af-87df-778a116e76b9,25380c8a-31c9-437c-afc4-d4a5d5f0ad47,2024-09-21 19:09:18,Credit Card,4533,USD
ff457587-858e-4771-9606-ef11979afe69,19e85820-52ff-4078-836b-77dfcad4bb5f,98dc935f-6e06-4e1a-bf0c-5357e9748d5b,2024-10-15 03:09:18,Cash,3271,USD
c9aaa76a-8db9-4f07-88ba-53f6085b04fd,d69da671-db38-4e16-8b4c-f81cd4d0fd81,c4e18ab2-4c81-4800-953e-7acd8bd31e68,2024-12-15 18:48:00,Credit Card,2265,GBP
c9aaa76a-8db9-4f07-88ba-53f6085b04fd,7f9d68ec-3e40-47c4-af09-926c19ed5a5e,c3e2dba7-547b-45ee-bd34-845b4bd7b2e3,2025-01-07 18:48:00,Credit Card,4450,GBP
c9aaa76a-8db9-4f07-88ba-53f6085b04fd,07204636-9951-462b-87e3-66840bff1848,3be3c999-91e5-4a81-99f1-cab9022bf8f3,2025-01-15 23:48:00,Credit Card,724,GBP
c9aaa76a-8db9-4f07-88ba-53f6085b04fd,291f9fb9-8d07-452b-88ac-7481248df7af,46a82a24-9b06-44cc-aba6-da3f52a9731e,2025-01-16 00:48:00,Paypal,612,GBP
463eb3f1-6ff0-4be5-92df-7088382503c8,e42f7fab-881e-4f3c-a1fb-68521359d7f1,9bfc4757-e715-47aa-87b1-7c39a28224a4,2024-11-29 23:16:51,Credit Card,8412,USD
463eb3f1-6ff0-4be5-92df-7088382503c8,0162ea91-d491-4319-9a29-e4fa31b73585,8e93858f-51ae-4388-9b52-adcbe75bc414,2024-12-16 23:16:51,ACH,8581,USD
463eb3f1-6ff0-4be5-92df-7088382503c8,8692c652-9aed-411a-aa52-c4433f7cd0c5,3b9e0670-ff6f-40e1-9ba2-db69b7209a2b,2024-12-25 12:16:51,Paypal,2753,USD
463eb3f1-6ff0-4be5-92df-7088382503c8,092f69c9-5663-47f7-807a-f180fa5b73ed,88e1e457-0bf1-4868-8621-3de485aa97e5,2025-01-18 08:16:51,ACH,7612,USD
9832c83e-617d-4adc-ba21-88152fcd17ce,a47514b7-324d-4031-8f60-14bbfe3c8275,1b2fe1d2-28a2-44bf-872a-15c10412db2f,2025-01-28 22:47:06,ACH,8411,GBP
9832c83e-617d-4adc-ba21-88152fcd17ce,f293422a-9666-436d-b796-076d75ef154a,85c7a2da-0a9f-4da9-9d46-0394366a2d61,2025-02-17 17:47:06,Credit Card,1108,GBP
92773c88-02a8-4af0-9d58-298c1b92c313,77de1e9c-b02c-4703-bdb1-caf6e025b6c5,2ae8ff2e-af46-4793-b87f-fd8e8c6abe8e,2025-02-09 07:41:02,Cheque,1072,GBP
92773c88-02a8-4af0-9d58-298c1b92c313,a3122ee9-242a-4388-9e17-b009bb550b9f,1942104d-7d56-4a46-81de-b99a242e3c05,2025-02-12 04:41:02,Credit Card,9574,GBP
92773c88-02a8-4af0-9d58-298c1b92c313,89e0a75f-8ecb-45db-ae79-77aa99927599,c3c49e9d-be9f-484d-b59a-833a64684a16,2025-03-05 21:41:02,Cheque,3989,GBP
92773c88-02a8-4af0-9d58-298c1b92c313,eb2a905c-f823-4ccb-af30-1b56e62c672e,c8bfa391-7a85-487c-a73f-b3afb22d9fac,2025-04-01 15:41:02,Credit Card,9497,GBP
db2c8eeb-4a76-4f8d-abd6-5e3ad6193347,5c6465c6-643b-4cc1-baa2-cd0cb07333ed,9e2663f5-bcbd-4c44-9450-ec58b57b8b2e,2024-07-21 07:59:19,Paypal,5979,AUD
373a5cfd-9beb-4707-81f0-82d4723a940f,faa8a9e6-73c2-4e20-bdc9-296be898d067,2d3c1ddd-d33a-4568-8315-60d109020bee,2025-03-08 09:33:29,ACH,1330,CAD
373a5cfd-9beb-4707-81f0-82d4723a940f,555f97d9-bb03-4f46-b92b-31ca9f6b5cc2,37c64c81-b2fa-49a9-b34c-f2c7a122f256,2025-03-26 11:33:29,Cheque,2738,CAD
373a5cfd-9beb-4707-81f0-82d4723a940f,57ef4b3e-d2f9-418a-aef3-7ecbebd22e26,954aa604-542f-4b29-90cd-39fa25cc8918,2025-04-03 04:33:29,ACH,6182,CAD
4f5cefdc-03eb-4e7f-ba01-e950dbfbc342,d1de7d78-a408-4f93-9e72-a220d4388ae8,b587acac-d3ba-4bdd-a794-87a2bbeb0803,2025-02-28 12:01:06,Credit Card,5692,GBP
3b63bc88-012d-4503-93ea-e03e715def0a,1daea4bb-f869-4bc3-83a6-c7bcb8c24a95,e54caf59-bdd7-4a9e-a695-bca6751c1ea2,2024-10-01 09:20:23,Cheque,8333,CAD
3b63bc88-012d-4503-93ea-e03e715def0a,debd9e0b-4c86-450f-9d95-731ccd386ce5,62009924-017f-461f-8f4d-977a91318140,2024-11-08 17:20:23,Cash,8597,CAD
3b63bc88-012d-4503-93ea-e03e715def0a,be1629a6-cf90-4ccf-a4bc-1032834b64d4,892ecb62-dd66-4bc2-9f0c-bafe0e04cc41,2024-11-11 06:20:23,Cash,4220,CAD
3b63bc88-012d-4503-93ea-e03e715def0a,90418f32-aa0e-4a06-ab5e-3079ecd6a5f7,4bb6100f-e784-4668-8734-2e52bd67f4fd,2024-12-01 06:20:23,ACH,865,CAD
