account_id,event_time,lifecycle_state
d5679769-c49f-43af-83a4-d8ac90b63cb0,2025-01-04 16:08:56,trial
d5679769-c49f-43af-83a4-d8ac90b63cb0,2025-03-23 16:08:56,subscribed
d5679769-c49f-43af-83a4-d8ac90b63cb0,2025-06-29 16:08:56,churned
408f1b39-0805-4e6a-a1fb-035f9f541493,2024-10-05 11:51:55,trial
3a1ebd38-801b-4b96-a9ff-41d69ad3e63a,2024-10-23 16:53:39,trial
93f16e6e-c503-4b90-83de-06b96a5cfec7,2024-07-02 08:15:06,trial
93f16e6e-c503-4b90-83de-06b96a5cfec7,2024-09-20 08:15:06,subscribed
93f16e6e-c503-4b90-83de-06b96a5cfec7,2024-11-28 08:15:06,churned
c18da95d-bb11-49b7-960a-6f70793a2216,2024-11-02 15:51:03,trial
c18da95d-bb11-49b7-960a-6f70793a2216,2024-12-14 15:51:03,subscribed
c18da95d-bb11-49b7-960a-6f70793a2216,2025-05-22 15:51:03,churned
2a21293a-5a66-46ea-af40-65c0ef0c282d,2024-11-16 17:12:04,trial
e76e996b-0dc0-4775-8984-24de50f783c4,2024-03-01 01:37:17,trial
e76e996b-0dc0-4775-8984-24de50f783c4,2024-05-04 01:37:17,subscribed
cba613e2-7b29-4f8b-b134-8ac10c380419,2024-12-13 02:46:08,trial
5da56f69-8a3b-470b-abb7-a7a2f7f84e01,2024-06-08 23:54:55,trial
5da56f69-8a3b-470b-abb7-a7a2f7f84e01,2024-08-22 23:54:55,subscribed
5da56f69-8a3b-470b-abb7-a7a2f7f84e01,2025-02-02 23:54:55,churned
efb560cb-75e0-40c9-a713-01a8d31e5a6f,2024-12-27 22:38:34,trial
efb560cb-75e0-40c9-a713-01a8d31e5a6f,2025-02-01 22:38:34,subscribed
5bfb3235-1639-4cd7-a41e-9cb4c1c55452,2024-12-16 09:17:31,trial
18cd1347-eee0-4b56-bc5d-93a3800157ef,2024-03-18 08:26:11,trial
18cd1347-eee0-4b56-bc5d-93a3800157ef,2024-04-08 08:26:11,subscribed
18cd1347-eee0-4b56-bc5d-93a3800157ef,2024-06-03 08:26:11,churned
e087619e-20e3-4f68-8cad-ab982ea77d21,2024-08-04 18:06:40,trial
e087619e-20e3-4f68-8cad-ab982ea77d21,2024-09-03 18:06:40,subscribed
9297f90b-d1ab-4b7b-a54a-45c9816ae776,2024-11-16 21:19:57,trial
9297f90b-d1ab-4b7b-a54a-45c9816ae776,2024-12-20 21:19:57,subscribed
c9b74a93-735b-417c-91d5-7329b997250c,2024-10-16 20:56:39,trial
c9b74a93-735b-417c-91d5-7329b997250c,2025-01-11 20:56:39,subscribed
e48a810b-076b-4d50-ba3a-847474e5498c,2024-06-12 14:04:42,trial
e48a810b-076b-4d50-ba3a-847474e5498c,2024-08-23 14:04:42,subscribed
5cbc2384-9782-4978-8451-8f7d7ebec4f7,2024-12-21 08:48:39,trial
5cbc2384-9782-4978-8451-8f7d7ebec4f7,2025-03-05 08:48:39,subscribed
a23aef17-e9f9-4d87-b356-c7c6e7751e74,2024-08-23 06:13:56,trial
a23aef17-e9f9-4d87-b356-c7c6e7751e74,2024-10-09 06:13:56,subscribed
3a74cb3d-ccaf-475e-8fe5-511f4257d9ce,2024-03-16 21:29:21,trial
d91e983f-9235-449a-abd5-235345c25b3d,2024-02-16 02:53:59,trial
03f6e516-8073-4f1e-a679-df1c650822c4,2024-02-25 12:35:29,trial
03f6e516-8073-4f1e-a679-df1c650822c4,2024-03-29 12:35:29,subscribed
9bffb94b-945a-4abe-bcfe-dcb632a0cbb9,2025-01-09 08:27:32,trial
9bffb94b-945a-4abe-bcfe-dcb632a0cbb9,2025-01-31 08:27:32,subscribed
6443f0c8-0d9f-4419-88d5-eae29e33b52b,2024-11-09 14:39:50,trial
6443f0c8-0d9f-4419-88d5-eae29e33b52b,2025-02-02 14:39:50,subscribed
6443f0c8-0d9f-4419-88d5-eae29e33b52b,2025-06-22 14:39:50,churned
5749dee8-8b6a-472e-a82f-ab73b0c9ebf8,2024-05-15 11:48:55,trial
5749dee8-8b6a-472e-a82f-ab73b0c9ebf8,2024-06-08 11:48:55,subscribed
065ffb9e-ce2f-49e0-b82d-bd422b298e56,2024-07-25 14:49:42,trial
065ffb9e-ce2f-49e0-b82d-bd422b298e56,2024-09-05 14:49:42,subscribed
065ffb9e-ce2f-49e0-b82d-bd422b298e56,2024-10-13 14:49:42,churned
4b26253d-27da-4c5f-9715-ca7b177f5b0b,2024-04-10 08:35:17,trial
4b26253d-27da-4c5f-9715-ca7b177f5b0b,2024-06-29 08:35:17,subscribed
f8172553-a9dc-4c1d-a41f-66db3e0092c2,2024-09-27 23:43:06,trial
327be09a-6d3a-4cc3-8a37-96ac225eb796,2024-05-13 15:42:04,trial
327be09a-6d3a-4cc3-8a37-96ac225eb796,2024-06-15 15:42:04,subscribed
22ee3667-d8da-4aa5-968b-8642b9ddf493,2024-07-17 21:07:06,trial
5c1fe2da-e2df-444f-908c-a64bc62892fb,2024-07-07 11:24:38,trial
6621a099-f7ab-429c-bcc3-8615f6d0adfe,2024-05-08 03:14:01,trial
6621a099-f7ab-429c-bcc3-8615f6d0adfe,2024-05-26 03:14:01,subscribed
6621a099-f7ab-429c-bcc3-8615f6d0adfe,2024-11-16 03:14:01,churned
b48b60f0-e726-49c8-a3d2-c72137adfab1,2024-04-03 04:55:10,trial
b48b60f0-e726-49c8-a3d2-c72137adfab1,2024-06-13 04:55:10,subscribed
e77049ce-fa64-458b-82de-13a1dd5ff5df,2024-05-15 12:15:04,trial
e77049ce-fa64-458b-82de-13a1dd5ff5df,2024-07-11 12:15:04,subscribed
452560d4-c986-42a4-adf0-c73b38a3bd3f,2024-03-28 09:32:39,trial
452560d4-c986-42a4-adf0-c73b38a3bd3f,2024-05-08 09:32:39,subscribed
452560d4-c986-42a4-adf0-c73b38a3bd3f,2024-07-19 09:32:39,churned
a9611233-b26f-43aa-9e35-15bdd0451c08,2024-08-06 10:06:48,trial
a9611233-b26f-43aa-9e35-15bdd0451c08,2024-08-28 10:06:48,subscribed
a9611233-b26f-43aa-9e35-15bdd0451c08,2024-11-09 10:06:48,churned
dd1173fb-fcba-4431-a0da-26ba61346959,2024-09-30 12:21:01,trial
dd1173fb-fcba-4431-a0da-26ba61346959,2024-10-27 12:21:01,subscribed
4e655179-8371-497d-8dae-9995e0c2b45c,2024-02-21 15:23:36,trial
4e655179-8371-497d-8dae-9995e0c2b45c,2024-04-01 15:23:36,subscribed
4e655179-8371-497d-8dae-9995e0c2b45c,2024-09-14 15:23:36,churned
0ce9ffb3-1749-40eb-a1fe-7da2f646b924,2024-09-02 19:33:26,trial
0ce9ffb3-1749-40eb-a1fe-7da2f646b924,2024-11-07 19:33:26,subscribed
0ce9ffb3-1749-40eb-a1fe-7da2f646b924,2025-01-22 19:33:26,churned
652442d3-bf37-4e4a-ae64-6b761b91613a,2024-01-28 22:59:47,trial
ff457587-858e-4771-9606-ef11979afe69,2024-07-08 09:09:18,trial
ff457587-858e-4771-9606-ef11979afe69,2024-09-17 09:09:18,subscribed
c9aaa76a-8db9-4f07-88ba-53f6085b04fd,2024-10-31 20:48:00,trial
c9aaa76a-8db9-4f07-88ba-53f6085b04fd,2024-11-15 20:48:00,subscribed
463eb3f1-6ff0-4be5-92df-7088382503c8,2024-10-16 16:16:51,trial
463eb3f1-6ff0-4be5-92df-7088382503c8,2024-12-07 16:16:51,subscribed
9832c83e-617d-4adc-ba21-88152fcd17ce,2024-12-18 02:47:06,trial
9832c83e-617d-4adc-ba21-88152fcd17ce,2025-02-04 02:47:06,subscribed
9832c83e-617d-4adc-ba21-88152fcd17ce,2025-07-31 02:47:06,churned
92773c88-02a8-4af0-9d58-298c1b92c313,2024-12-11 08:41:02,trial
92773c88-02a8-4af0-9d58-298c1b92c313,2024-12-26 08:41:02,subscribed
92773c88-02a8-4af0-9d58-298c1b92c313,2025-06-05 08:41:02,churned
db2c8eeb-4a76-4f8d-abd6-5e3ad6193347,2024-05-22 06:59:19,trial
db2c8eeb-4a76-4f8d-abd6-5e3ad6193347,2024-08-13 06:59:19,subscribed
db2c8eeb-4a76-4f8d-abd6-5e3ad6193347,2024-11-14 06:59:19,churned
373a5cfd-9beb-4707-81f0-82d4723a940f,2025-01-03 13:33:29,trial
4f5cefdc-03eb-4e7f-ba01-e950dbfbc342,2024-11-03 22:01:06,trial
4f5cefdc-03eb-4e7f-ba01-e950dbfbc342,2024-12-30 22:01:06,subscribed
3b63bc88-012d-4503-93ea-e03e715def0a,2024-08-15 10:20:23,trial
3b63bc88-012d-4503-93ea-e03e715def0a,2024-11-03 10:20:23,subscribed
3ec70d38-096c-4e9d-9fdf-86152c7e5f14,2024-12-09 19:24:22,trial
4362f0da-6af6-4249-ba93-5672b1b6ab51,2024-04-25 22:37:19,trial
4362f0da-6af6-4249-ba93-5672b1b6ab51,2024-05-22 22:37:19,subscribed
4362f0da-6af6-4249-ba93-5672b1b6ab51,2024-08-01 22:37:19,churned
1524b9c0-f574-48ea-91a7-02cf07a42222,2024-02-07 03:06:36,trial
1524b9c0-f574-48ea-91a7-02cf07a42222,2024-04-17 03:06:36,subscribed
175a1703-cc80-46d2-9ff5-85d7611ee709,2024-09-11 23:50:06,trial
175a1703-cc80-46d2-9ff5-85d7611ee709,2024-12-03 23:50:06,subscribed
175a1703-cc80-46d2-9ff5-85d7611ee709,2025-03-01 23:50:06,churned
735ec6a5-05d1-4bd9-bb20-f04b4e5eb69d,2024-06-04 21:45:33,trial
00d39602-5b10-437e-a92b-04d4955d3a21,2024-04-17 02:51:20,trial
00d39602-5b10-437e-a92b-04d4955d3a21,2024-05-15 02:51:20,subscribed
00d39602-5b10-437e-a92b-04d4955d3a21,2024-10-08 02:51:20,churned
521287f2-764c-4816-b9b0-b5aa84339a8d,2025-01-15 18:49:40,trial
521287f2-764c-4816-b9b0-b5aa84339a8d,2025-04-07 18:49:40,subscribed
e06a10a6-4065-4124-8766-1bdc454946a0,2024-07-16 13:33:26,trial
af46f754-5ae0-4053-8dc1-a75f807fad7d,2024-08-23 21:36:50,trial
af46f754-5ae0-4053-8dc1-a75f807fad7d,2024-10-12 21:36:50,subscribed
af46f754-5ae0-4053-8dc1-a75f807fad7d,2024-12-16 21:36:50,churned
b505dc5c-9d33-4333-a4f9-d5e244373077,2024-12-23 07:08:00,trial
b505dc5c-9d33-4333-a4f9-d5e244373077,2025-02-04 07:08:00,subscribed
b505dc5c-9d33-4333-a4f9-d5e244373077,2025-05-30 07:08:00,churned
e0d9d465-29f8-43d9-9a6b-e94d4da5a5d5,2024-11-05 07:58:45,trial
e0d9d465-29f8-43d9-9a6b-e94d4da5a5d5,2025-02-01 07:58:45,subscribed
e0d9d465-29f8-43d9-9a6b-e94d4da5a5d5,2025-03-09 07:58:45,churned
b6ab1634-bb21-496c-92f6-6b222738265c,2024-03-21 07:10:29,trial
b6ab1634-bb21-496c-92f6-6b222738265c,2024-05-04 07:10:29,subscribed
b6ab1634-bb21-496c-92f6-6b222738265c,2024-06-27 07:10:29,churned
0c5dab51-1432-4bbc-8abe-901d63ee79c7,2024-01-19 07:45:57,trial
0c5dab51-1432-4bbc-8abe-901d63ee79c7,2024-03-14 07:45:57,subscribed
0c5dab51-1432-4bbc-8abe-901d63ee79c7,2024-06-14 07:45:57,churned
eaa54c2d-9ea2-48a6-94b0-f1824808b82f,2024-08-07 00:15:12,trial
eaa54c2d-9ea2-48a6-94b0-f1824808b82f,2024-10-30 00:15:12,subscribed
eaa54c2d-9ea2-48a6-94b0-f1824808b82f,2025-02-20 00:15:12,churned
fa668576-8c3d-4fe6-b659-77a58c1632f1,2024-06-06 17:41:55,trial
99048f91-2abc-4074-8c12-130b5a8413d9,2024-03-18 16:22:21,trial
99048f91-2abc-4074-8c12-130b5a8413d9,2024-05-30 16:22:21,subscribed
99048f91-2abc-4074-8c12-130b5a8413d9,2024-08-06 16:22:21,churned
03c63574-ecda-4718-9609-d8b02ea5b74d,2024-03-09 01:44:23,trial
834f964e-6922-4431-bc87-46d62e506950,2024-06-13 10:39:43,trial
834f964e-6922-4431-bc87-46d62e506950,2024-09-01 10:39:43,subscribed
834f964e-6922-4431-bc87-46d62e506950,2024-12-21 10:39:43,churned
e4cf221e-2da2-4638-b906-be9317fb62ce,2024-09-25 00:16:44,trial
e4cf221e-2da2-4638-b906-be9317fb62ce,2024-11-03 00:16:44,subscribed
d246094d-cabf-47ee-839f-33fae38ed9af,2024-11-19 21:55:37,trial
69e5455a-0878-416f-acb6-8cc7a4c84bdc,2024-05-24 21:24:09,trial
69e5455a-0878-416f-acb6-8cc7a4c84bdc,2024-08-03 21:24:09,subscribed
69e5455a-0878-416f-acb6-8cc7a4c84bdc,2024-10-12 21:24:09,churned
a1b09b53-2902-472f-b767-e6a7fa85dd48,2025-01-01 05:18:15,trial
a1b09b53-2902-472f-b767-e6a7fa85dd48,2025-02-09 05:18:15,subscribed
a1b09b53-2902-472f-b767-e6a7fa85dd48,2025-05-20 05:18:15,churned
824e0d70-cee3-4d84-abe5-5939316dd6aa,2024-07-04 23:55:17,trial
824e0d70-cee3-4d84-abe5-5939316dd6aa,2024-09-06 23:55:17,subscribed
55371754-8af2-4a92-a680-7fd7e9bc91bb,2024-02-18 14:53:00,trial
dd34685c-455b-4c69-80d4-9adbe8662ce0,2025-01-06 20:12:00,trial
dd34685c-455b-4c69-80d4-9adbe8662ce0,2025-02-23 20:12:00,subscribed
dd34685c-455b-4c69-80d4-9adbe8662ce0,2025-04-29 20:12:00,churned
10a1b5a0-ede4-4765-89ed-9aed0681ad95,2024-03-29 10:56:51,trial
10a1b5a0-ede4-4765-89ed-9aed0681ad95,2024-04-21 10:56:51,subscribed
10a1b5a0-ede4-4765-89ed-9aed0681ad95,2024-10-17 10:56:51,churned
ab347256-e985-499c-ae9e-37be604737f3,2024-03-22 21:07:04,trial
8d89011c-bd77-48c2-a9d1-a46e5d3a2295,2024-04-24 20:51:18,trial
8d89011c-bd77-48c2-a9d1-a46e5d3a2295,2024-06-26 20:51:18,subscribed
c6371601-d228-4dfa-9811-f369d76fda5c,2024-11-29 01:18:19,trial
c6371601-d228-4dfa-9811-f369d76fda5c,2025-01-06 01:18:19,subscribed
c6371601-d228-4dfa-9811-f369d76fda5c,2025-02-22 01:18:19,churned
dbe56c69-a34b-4d52-82ae-d3c30cf7bbf9,2024-04-08 01:04:04,trial
dbe56c69-a34b-4d52-82ae-d3c30cf7bbf9,2024-06-22 01:04:04,subscribed
dbe56c69-a34b-4d52-82ae-d3c30cf7bbf9,2024-11-03 01:04:04,churned
3fe58079-d3a4-4da2-be11-5cbb30209bb5,2024-08-18 15:46:46,trial
3fe58079-d3a4-4da2-be11-5cbb30209bb5,2024-11-11 15:46:46,subscribed
989309ba-9a40-47a3-a817-e5dfac27cc25,2024-12-21 22:46:24,trial
58864e8f-bbec-48c2-894f-8cb228935c1e,2024-06-08 18:40:45,trial
c8435b12-b4be-40da-ba75-697f6481a6d0,2024-03-03 03:14:14,trial
c8435b12-b4be-40da-ba75-697f6481a6d0,2024-03-23 03:14:14,subscribed
c8435b12-b4be-40da-ba75-697f6481a6d0,2024-06-08 03:14:14,churned
8d3bcea6-9bf1-477a-bfb3-4360ffd7b0ad,2024-04-02 23:02:31,trial
f7dcbe15-313c-4faf-a575-c192d986790c,2024-04-24 01:40:38,trial
683dcb05-58a8-477f-959a-161403f840e2,2024-11-23 03:56:36,trial
683dcb05-58a8-477f-959a-161403f840e2,2025-01-07 03:56:36,subscribed
325b99ee-651d-4596-9765-fd42ee8e0a5a,2024-11-16 04:49:46,trial
22ce9ad2-9898-477f-bc92-e521e27f94ba,2024-07-18 08:28:54,trial
22ce9ad2-9898-477f-bc92-e521e27f94ba,2024-09-16 08:28:54,subscribed
32b7ee90-9fc1-4e4d-93f3-d432df4f9544,2024-10-28 03:17:49,trial
78523d29-ead9-4660-811a-732a4e85eba6,2024-01-31 03:04:32,trial
78523d29-ead9-4660-811a-732a4e85eba6,2024-03-15 03:04:32,subscribed
78523d29-ead9-4660-811a-732a4e85eba6,2024-04-21 03:04:32,churned
5a6ec08c-698b-4977-a8ad-112f46f71c7f,2024-05-23 02:05:14,trial
49a14b15-47b1-444f-9f67-309e32c0b9ce,2024-01-14 16:04:12,trial
49a14b15-47b1-444f-9f67-309e32c0b9ce,2024-02-28 16:04:12,subscribed
49a14b15-47b1-444f-9f67-309e32c0b9ce,2024-07-14 16:04:12,churned
7cf89389-aae9-4b0f-9e5e-3617883c70a2,2024-09-13 11:38:25,trial
801088c0-5c69-4445-bfab-11bad2829020,2025-01-23 12:34:40,trial
af54813c-6176-4002-ae5f-9036f51882b7,2024-11-03 12:47:56,trial
cd1abb3a-5983-4c46-b3b9-25855efd82d9,2024-07-28 09:05:19,trial
cd1abb3a-5983-4c46-b3b9-25855efd82d9,2024-10-04 09:05:19,subscribed
cd1abb3a-5983-4c46-b3b9-25855efd82d9,2024-12-17 09:05:19,churned
6a4fc821-f814-4e33-bec8-b7e552637702,2024-07-10 22:15:07,trial
15e6b1c6-8bdd-4b72-ac09-e3569afe021d,2024-06-22 22:57:54,trial
15e6b1c6-8bdd-4b72-ac09-e3569afe021d,2024-07-11 22:57:54,subscribed
15e6b1c6-8bdd-4b72-ac09-e3569afe021d,2024-09-05 22:57:54,churned
958fb586-95f3-4520-8e8b-ada64a837ded,2024-05-07 07:36:23,trial
7f917260-dc4f-4f99-97eb-25451e9eb373,2024-11-23 17:26:11,trial
7f917260-dc4f-4f99-97eb-25451e9eb373,2024-12-11 17:26:11,subscribed
28a4b09a-4ac7-49bc-b4f9-35f26122dfa2,2024-08-14 09:12:30,trial
28a4b09a-4ac7-49bc-b4f9-35f26122dfa2,2024-11-07 09:12:30,subscribed
cf35afc1-b48c-493a-86a7-8d2e29ffd67d,2024-12-25 04:53:48,trial
cf35afc1-b48c-493a-86a7-8d2e29ffd67d,2025-01-13 04:53:48,subscribed
cf35afc1-b48c-493a-86a7-8d2e29ffd67d,2025-03-14 04:53:48,churned
8cda22b2-76a1-466c-8a6f-8952c2c82344,2024-03-26 19:42:40,trial
8cda22b2-76a1-466c-8a6f-8952c2c82344,2024-05-13 19:42:40,subscribed
8cda22b2-76a1-466c-8a6f-8952c2c82344,2024-07-16 19:42:40,churned
95640eb9-9b9c-48e5-900a-b5c8a2a7ace5,2024-09-13 13:29:34,trial
d13759bd-fafe-4a4a-a868-f115bd2bd302,2024-10-06 18:58:01,trial
d13759bd-fafe-4a4a-a868-f115bd2bd302,2024-12-13 18:58:01,subscribed
d13759bd-fafe-4a4a-a868-f115bd2bd302,2025-01-29 18:58:01,churned
c1aaac1e-b0ff-4695-861a-7580d712f83f,2024-09-05 23:08:15,trial
c1aaac1e-b0ff-4695-861a-7580d712f83f,2024-10-27 23:08:15,subscribed
c1aaac1e-b0ff-4695-861a-7580d712f83f,2025-03-09 23:08:15,churned
2a70af0a-4bf6-41c8-9023-b07715a23579,2024-11-22 00:52:18,trial
2a70af0a-4bf6-41c8-9023-b07715a23579,2025-02-12 00:52:18,subscribed
2a70af0a-4bf6-41c8-9023-b07715a23579,2025-04-06 00:52:18,churned
f5231158-15cd-4b17-96e8-a2a10ac45873,2024-09-24 12:43:51,trial
f5231158-15cd-4b17-96e8-a2a10ac45873,2024-12-15 12:43:51,subscribed
884c0d87-d19e-4e76-9a3f-20e6365b528a,2024-08-30 15:02:40,trial
884c0d87-d19e-4e76-9a3f-20e6365b528a,2024-11-01 15:02:40,subscribed
884c0d87-d19e-4e76-9a3f-20e6365b528a,2025-02-21 15:02:40,churned
7b1302e2-846a-49dd-8c21-00d83c468dfb,2024-10-07 08:52:58,trial
3b55f444-b116-4d84-822a-25c0abd9ad44,2025-01-02 16:32:41,trial
e2a351c5-ef7d-4100-937a-8cf3c67bfe31,2024-11-08 08:02:39,trial
e2a351c5-ef7d-4100-937a-8cf3c67bfe31,2024-11-25 08:02:39,subscribed
e2a351c5-ef7d-4100-937a-8cf3c67bfe31,2025-04-16 08:02:39,churned
a4f34fa2-3cc7-4e67-90d1-c677e5c84828,2024-06-23 17:11:41,trial
a4f34fa2-3cc7-4e67-90d1-c677e5c84828,2024-08-12 17:11:41,subscribed
a4f34fa2-3cc7-4e67-90d1-c677e5c84828,2024-10-06 17:11:41,churned
8b52b62e-dfb9-4ae6-a2ed-3f195c5927f8,2024-04-24 08:12:42,trial
8b52b62e-dfb9-4ae6-a2ed-3f195c5927f8,2024-06-23 08:12:42,subscribed
8b52b62e-dfb9-4ae6-a2ed-3f195c5927f8,2024-12-10 08:12:42,churned
e167a0cd-f2d0-4e79-b751-1f5350fec32c,2024-03-26 11:50:15,trial
e167a0cd-f2d0-4e79-b751-1f5350fec32c,2024-06-01 11:50:15,subscribed
e167a0cd-f2d0-4e79-b751-1f5350fec32c,2024-11-06 11:50:15,churned
4f9615b0-0dc5-4caf-ac3d-b3c940e7e74e,2024-06-26 03:41:45,trial
9757e7a6-4e84-4b04-8fb5-33bb5a924f1b,2024-06-29 22:30:10,trial
6c360813-f686-4433-989c-0e01ba55fab9,2024-08-05 17:04:24,trial
6c360813-f686-4433-989c-0e01ba55fab9,2024-11-02 17:04:24,subscribed
48c7ae96-5100-4f18-a793-8f226b3e1178,2024-06-20 09:06:00,trial
48c7ae96-5100-4f18-a793-8f226b3e1178,2024-09-07 09:06:00,subscribed
07b64ef2-5424-4875-932d-f2a67c68bb41,2024-05-02 15:44:55,trial
07b64ef2-5424-4875-932d-f2a67c68bb41,2024-06-12 15:44:55,subscribed
07b64ef2-5424-4875-932d-f2a67c68bb41,2024-10-10 15:44:55,churned
b490bb21-73de-4fc7-91c6-03415c80861d,2024-06-28 19:44:38,trial
b490bb21-73de-4fc7-91c6-03415c80861d,2024-09-15 19:44:38,subscribed
a5354e30-9672-4bd6-bcff-8d24d42eb5bf,2024-07-15 09:52:06,trial
a5354e30-9672-4bd6-bcff-8d24d42eb5bf,2024-08-27 09:52:06,subscribed
a5354e30-9672-4bd6-bcff-8d24d42eb5bf,2024-12-22 09:52:06,churned
30a494d7-17ba-4465-ba8d-0a4e53692af4,2024-09-10 08:20:10,trial
30a494d7-17ba-4465-ba8d-0a4e53692af4,2024-12-02 08:20:10,subscribed
30a494d7-17ba-4465-ba8d-0a4e53692af4,2025-04-07 08:20:10,churned
e3b21618-9dee-482f-8f2b-7635e2de0dff,2024-03-27 00:06:17,trial
a7abb764-4846-46f1-a678-fb472cc7f78b,2024-06-23 05:19:58,trial
a7abb764-4846-46f1-a678-fb472cc7f78b,2024-07-18 05:19:58,subscribed
a7abb764-4846-46f1-a678-fb472cc7f78b,2024-09-18 05:19:58,churned
ce1849ba-040b-436b-ad2d-3d838ac060bd,2024-03-18 20:35:29,trial
ce1849ba-040b-436b-ad2d-3d838ac060bd,2024-06-06 20:35:29,subscribed
ce1849ba-040b-436b-ad2d-3d838ac060bd,2024-07-18 20:35:29,churned
7c922e58-0a0c-452d-b53e-d75ec7527932,2024-09-08 18:03:47,trial
65cc6f67-49e0-4d39-b4d5-efc7ea8f1f9c,2024-03-27 14:13:13,trial
4727415e-697b-45b6-b5cd-8bbd0a68e7f4,2024-10-17 11:30:55,trial
545c0282-6786-4f44-a4ee-f1cb234eb527,2024-11-11 14:47:56,trial
54983639-2107-4267-aeaa-9de8676c7bb1,2024-12-27 23:37:26,trial
42ce162c-e571-4eda-82d3-c9e4367de93a,2024-12-26 08:23:06,trial
42ce162c-e571-4eda-82d3-c9e4367de93a,2025-03-08 08:23:06,subscribed
bb35b5e6-8e18-40be-9e51-956861e40e1e,2025-01-10 01:28:06,trial
bb35b5e6-8e18-40be-9e51-956861e40e1e,2025-03-16 01:28:06,subscribed
bb35b5e6-8e18-40be-9e51-956861e40e1e,2025-08-12 01:28:06,churned
831d2c2b-9549-440b-bfbe-dc9d62c603ee,2024-08-22 16:04:20,trial
c0ed5ab2-ad7f-4f57-b21b-b3603f48ca8c,2024-07-09 05:09:20,trial
c0ed5ab2-ad7f-4f57-b21b-b3603f48ca8c,2024-08-20 05:09:20,subscribed
c0ed5ab2-ad7f-4f57-b21b-b3603f48ca8c,2025-01-24 05:09:20,churned
c46474df-5d6e-4e01-a4e3-81c6a7181f33,2024-08-25 02:53:13,trial
c46474df-5d6e-4e01-a4e3-81c6a7181f33,2024-11-01 02:53:13,subscribed
c46474df-5d6e-4e01-a4e3-81c6a7181f33,2025-04-04 02:53:13,churned
e99b7f0e-ff96-4739-9059-2763177d32f0,2024-03-16 23:58:08,trial
e99b7f0e-ff96-4739-9059-2763177d32f0,2024-06-02 23:58:08,subscribed
3e47a241-1dc8-4707-9647-ed5f0b645596,2024-05-31 21:50:01,trial
3e47a241-1dc8-4707-9647-ed5f0b645596,2024-08-22 21:50:01,subscribed
3e47a241-1dc8-4707-9647-ed5f0b645596,2025-02-09 21:50:01,churned
28862ebb-f2f5-4674-8f9b-a54f7e7bf436,2024-03-25 22:01:31,trial
28862ebb-f2f5-4674-8f9b-a54f7e7bf436,2024-06-09 22:01:31,subscribed
28862ebb-f2f5-4674-8f9b-a54f7e7bf436,2024-08-08 22:01:31,churned
d96a7f80-bfec-4a0c-bbbf-0dfbf98f6a6b,2024-10-13 02:26:48,trial
